,X,Y,class
1562,0.4718011,13.0229,3Ery
1563,13.830652,9.240323,14Mo
1564,6.712853,8.4045105,7MEP
1565,6.340277,7.9958577,5Ery
1566,9.905926,10.548134,12Baso
1567,2.1942568,10.776919,2Ery
1568,14.141391,11.320452,15Mo
1569,12.145224,12.457378,14Mo
1570,1.8932946,11.11914,3Ery
1571,13.828382,11.205905,14Mo
1572,-0.3530816,10.0183525,2Ery
1573,1.6398712,11.447439,3Ery
1574,-0.9324349,10.894827,2Ery
1575,13.186705,13.692174,16Neu
1576,6.6448116,7.6883345,7MEP
1577,0.17594287,10.60288,2Ery
1578,10.644444,9.151222,10GMP
1579,8.04076,8.199349,7MEP
1580,5.3262534,7.3166523,5Ery
1581,5.677279,7.556751,5Ery
1582,10.1423,10.147869,13Baso
1583,6.5852203,8.057352,6Ery
1584,7.264805,7.234394,7MEP
1585,2.2982366,11.232976,3Ery
1586,7.1697736,7.627547,10GMP
1587,2.672355,8.977387,5Ery
1588,3.5305352,8.776889,5Ery
1589,0.007920567,9.459742,1Ery
1590,14.715478,7.836807,13Baso
1591,13.9662,11.498878,15Mo
1592,4.2845964,9.223189,3Ery
1593,6.314857,8.164535,6Ery
1594,11.555447,10.792578,14Mo
1595,15.925224,7.7272124,11DC
1596,2.4080818,11.353974,3Ery
1597,4.2393055,10.258348,3Ery
1598,0.0018068631,12.0622,3Ery
1599,13.01457,13.457334,16Neu
1600,4.5200977,9.355606,3Ery
1601,11.253688,8.907711,9GMP
1602,13.399911,11.040694,14Mo
1603,8.860375,10.271933,12Baso
1604,9.857766,9.1915865,9GMP
1605,13.3363695,9.650293,14Mo
1606,13.639356,11.415782,14Mo
1607,8.144131,9.304808,8Mk
1608,4.660578,7.193405,5Ery
1609,12.531955,12.101833,15Mo
1610,13.601023,11.321596,15Mo
1611,-0.43149206,12.265317,3Ery
1612,13.359168,13.69388,16Neu
1613,13.612371,12.159835,15Mo
1614,3.0946777,10.1937065,4Ery
1615,2.338259,9.620282,3Ery
1616,7.6508517,10.204334,8Mk
1617,12.787235,11.845215,15Mo
1618,12.782229,11.653153,14Mo
1619,3.5887282,9.454733,5Ery
1620,4.166857,9.82982,3Ery
1621,4.899772,7.0087967,4Ery
1622,0.0396634,9.373842,2Ery
1623,9.693738,9.557744,8Mk
1624,6.313833,8.665278,7MEP
1625,12.139212,7.689939,10GMP
1626,11.670122,12.865088,15Mo
1627,13.8246975,8.83637,14Mo
1628,11.478639,9.7388315,13Baso
1629,0.79830825,11.605195,3Ery
1630,7.879478,8.842717,7MEP
1631,-0.8090112,11.475585,2Ery
1632,14.269746,7.9574,13Baso
1633,1.1273563,9.079148,2Ery
1634,11.613491,7.6514444,10GMP
1635,-1.1197871,11.478648,2Ery
1636,1.2649382,10.699106,2Ery
1637,0.07000156,10.097428,2Ery
1638,9.422021,10.592523,12Baso
1639,13.73979,9.523978,14Mo
1640,-2.0230622,11.414506,1Ery
1641,12.91969,10.835091,14Mo
1642,10.396815,10.839775,14Mo
1643,-0.5443316,11.981572,2Ery
1644,11.87209,12.266141,14Mo
1645,13.147194,13.345199,16Neu
1646,15.030698,9.865682,14Mo
1647,8.242763,9.354174,8Mk
1648,14.220746,11.067353,16Neu
1649,13.0002365,13.48634,16Neu
1650,-0.23224038,10.689554,2Ery
1651,7.8871675,10.372026,8Mk
1652,3.012312,9.966896,5Ery
1653,5.256891,8.649963,6Ery
1654,10.152777,7.4649353,19Lymph
1655,13.525268,11.978743,15Mo
1656,11.439556,10.289912,13Baso
1657,3.8059978,8.86887,5Ery
1658,12.044977,10.721393,14Mo
1659,2.532722,9.139778,5Ery
1660,5.254202,8.147807,6Ery
1661,13.548489,13.806233,16Neu
1662,0.27576932,12.82542,3Ery
1663,11.430916,12.51428,15Mo
1664,7.282715,7.5070934,7MEP
1665,8.107122,7.6179986,7MEP
1666,11.484711,8.746833,10GMP
1667,13.414224,8.873444,14Mo
1668,0.9423808,12.326157,3Ery
1669,3.7803245,10.254739,4Ery
1670,13.362276,8.582331,13Baso
1671,12.705369,11.996675,15Mo
1672,16.833961,7.4012713,11DC
1673,9.252805,11.458413,17Neu
1674,3.5416088,9.456243,4Ery
1675,4.510487,10.033124,6Ery
1676,0.49151465,12.740971,3Ery
1677,0.81261736,12.462391,3Ery
1678,8.199935,7.8373713,7MEP
1679,7.4755044,10.032986,8Mk
1680,6.0808764,8.820637,6Ery
1681,11.230087,9.206377,11DC
1682,12.252927,14.30999,16Neu
1683,2.212134,11.604116,3Ery
1684,14.834385,7.696624,14Mo
1685,2.51112,11.307706,4Ery
1686,1.237307,11.950626,4Ery
1687,17.138987,7.208592,11DC
1688,4.93134,8.83101,3Ery
1689,14.198452,8.025178,14Mo
1690,14.331662,9.492719,15Mo
1691,0.60961723,13.147208,3Ery
1692,12.1647415,7.6711345,10GMP
1693,5.8095136,9.147292,6Ery
1694,0.99577045,9.272772,2Ery
1695,12.098823,13.776054,16Neu
1696,12.613014,13.4524355,15Mo
1697,7.6991243,8.887426,7MEP
1698,1.2933445,12.159032,3Ery
1699,9.92074,10.092256,10GMP
1700,1.0909126,12.721682,3Ery
1701,12.63197,9.180051,14Mo
1702,7.6993427,8.408191,7MEP
1703,3.9935765,8.699905,6Ery
1704,11.567649,7.870861,10GMP
1705,11.008619,8.954819,10GMP
1706,1.2738837,11.901706,3Ery
1707,6.7285104,7.5422077,7MEP
1708,-0.047493737,11.816292,2Ery
1709,2.9731145,9.767133,4Ery
1710,6.998013,8.367995,7MEP
1711,12.434285,8.450641,13Baso
1712,4.9310718,8.915612,6Ery
1713,12.902641,11.533506,15Mo
1714,6.948467,9.176784,8Mk
1715,11.557926,7.9517894,10GMP
1716,3.7290523,10.977555,4Ery
1717,1.2715783,10.963985,4Ery
1718,2.8441105,11.297532,3Ery
1719,6.035133,8.459016,7MEP
1720,-1.2322835,10.351078,2Ery
1721,12.36316,13.495442,16Neu
1722,0.8769756,9.789398,3Ery
1723,2.830057,11.772071,3Ery
1724,5.389663,9.076424,6Ery
1725,6.740808,8.110563,6Ery
1726,7.563617,8.658205,7MEP
1727,2.957123,9.809225,4Ery
1728,12.535542,13.814754,16Neu
1729,0.5504107,10.726106,2Ery
1730,12.405658,8.085356,13Baso
1731,10.8951645,8.669929,10GMP
1732,1.6792002,11.705752,3Ery
1733,1.4957457,12.4841,3Ery
1734,9.99414,10.099514,10GMP
1735,5.7100453,7.787846,6Ery
1736,10.340914,10.2299595,14Mo
1737,11.917,12.096796,15Mo
1738,7.256799,9.143544,7MEP
1739,11.60204,9.595159,13Baso
1740,14.545653,9.948376,14Mo
1741,14.488139,9.139371,14Mo
1742,14.279132,9.606359,14Mo
1743,1.3005052,10.007424,2Ery
1744,13.224226,12.710661,16Neu
1745,7.498843,8.40253,7MEP
1746,14.457081,9.350384,14Mo
1747,12.506215,7.8955803,10GMP
1748,14.147018,9.079161,14Mo
1749,5.922538,8.10647,6Ery
1750,13.910396,8.95064,14Mo
1751,12.903726,14.794568,16Neu
1752,1.4638038,11.209509,2Ery
1753,11.99374,8.159532,10GMP
1754,13.481078,13.739979,16Neu
1755,11.0416765,10.024947,14Mo
1756,13.598988,8.693953,14Mo
1757,4.315592,8.946263,5Ery
1758,9.693819,10.453437,12Baso
1759,2.330524,10.388838,4Ery
1760,0.39982897,12.766988,3Ery
1761,10.791221,9.262862,13Baso
1762,0.031740908,10.33531,2Ery
1763,1.8174989,9.120946,4Ery
1764,3.944667,8.973254,4Ery
1765,2.730803,8.260824,3Ery
1766,3.8500524,9.613235,3Ery
1767,12.640192,8.84412,13Baso
1768,8.441994,8.645271,12Baso
1769,12.515195,9.98136,14Mo
1770,13.164568,14.641713,16Neu
1771,3.6757855,9.077754,3Ery
1772,4.2729506,8.702144,5Ery
1773,6.77226,7.943043,6Ery
1774,7.737955,8.277726,7MEP
1775,2.2201455,12.200398,4Ery
1776,3.1350605,9.717443,4Ery
1777,2.615073,9.541178,5Ery
1778,13.799452,10.791785,14Mo
1779,12.10878,9.3874,14Mo
1780,0.6008151,9.337921,2Ery
1781,7.363762,7.726086,12Baso
1782,0.173385,12.450026,3Ery
1783,2.742055,8.7317,5Ery
1784,0.9071801,10.188793,2Ery
1785,-1.740987,10.516421,2Ery
1786,13.696523,13.1477,16Neu
1787,7.589563,7.511804,7MEP
1788,3.4277976,8.068493,5Ery
1789,0.20111993,9.895672,2Ery
1790,7.7821317,7.7197704,7MEP
1791,4.6541576,9.964598,3Ery
1792,3.2170157,8.61136,4Ery
1793,0.29586142,10.887977,2Ery
1794,3.2205753,8.200776,5Ery
1795,11.096322,9.31945,10GMP
1796,-1.6479158,10.680755,1Ery
1797,10.540776,9.050802,10GMP
1798,17.414398,6.973192,11DC
1799,14.997763,10.4390955,16Neu
1800,1.2534704,10.744388,2Ery
1801,0.77467597,9.54493,2Ery
1802,-1.771676,10.570664,2Ery
1803,4.551795,7.4546423,5Ery
1804,2.8879564,8.159361,5Ery
1805,15.163677,9.751618,14Mo
1806,13.819703,10.113756,14Mo
1807,12.159055,13.695306,16Neu
1808,8.0964985,9.744259,10GMP
1809,14.014097,9.167453,14Mo
1810,13.598445,10.409614,14Mo
1811,2.3611622,8.48115,4Ery
1812,-1.1142465,11.130837,2Ery
1813,4.4974065,9.681907,6Ery
1814,0.36965966,9.503817,2Ery
1815,9.747836,7.0811896,19Lymph
1816,12.736029,13.277684,16Neu
1817,-0.14007166,9.170966,1Ery
1818,12.036261,8.890676,13Baso
1819,1.6693283,11.417413,3Ery
1820,12.287228,11.849728,15Mo
1821,1.1519523,10.149768,3Ery
1822,2.9636035,8.905525,5Ery
1823,0.6585682,10.316937,2Ery
1824,-0.045413066,9.159617,2Ery
1825,13.1900215,14.988294,16Neu
1826,2.2509243,9.344706,4Ery
1827,9.527816,11.068635,12Baso
1828,1.1397636,10.413273,3Ery
1829,8.101622,8.831315,12Baso
1830,14.031828,11.118938,14Mo
1831,12.3627,12.456281,15Mo
1832,14.128638,9.83093,14Mo
1833,11.4152,8.267106,10GMP
1834,5.0399604,7.9108734,6Ery
1835,9.6219425,10.681754,12Baso
1836,-0.28922838,11.08553,2Ery
1837,1.2301124,11.371409,3Ery
1838,3.0395901,8.778123,4Ery
1839,7.803203,7.578472,7MEP
1840,1.5887271,10.007698,4Ery
1841,11.8386135,12.385759,15Mo
1842,0.54610455,10.704561,2Ery
1843,8.631917,9.989302,7MEP
1844,12.551924,11.54175,14Mo
1845,3.1887498,10.506294,3Ery
1846,13.799894,8.384848,13Baso
1847,-0.2968626,12.084052,3Ery
1848,11.639508,12.355297,15Mo
1849,11.796155,13.451267,15Mo
1850,13.753861,7.536009,13Baso
1851,11.774635,10.150701,14Mo
1852,-0.7385937,12.360337,4Ery
1853,14.094832,8.535818,14Mo
1854,6.1896825,8.223827,6Ery
1855,2.5557406,11.397586,3Ery
1856,13.287888,9.315789,14Mo
1857,6.301681,9.7317095,8Mk
1858,7.7898073,10.204074,8Mk
1859,6.5660887,7.8256598,7MEP
1860,11.589555,13.710171,15Mo
1861,12.515211,13.485762,15Mo
1862,12.712175,8.033343,13Baso
1863,12.506854,14.003561,16Neu
1864,6.2513285,8.027762,6Ery
1865,-0.22601706,12.070719,3Ery
1866,0.11619783,11.222042,2Ery
1867,11.380615,9.752087,13Baso
1868,0.7962703,12.186484,3Ery
1869,1.8513818,11.38124,3Ery
1870,14.169391,7.5809035,13Baso
1871,17.014935,7.2062707,11DC
1872,11.848213,8.258844,10GMP
1873,3.3086333,9.710637,4Ery
1874,-1.2103583,10.700095,2Ery
1875,6.813124,8.88743,7MEP
1876,7.1639824,8.560541,7MEP
1877,5.056607,8.430462,6Ery
1878,1.893878,11.321802,3Ery
1879,12.709512,12.809544,16Neu
1880,7.224856,8.095218,7MEP
1881,12.002966,10.212506,14Mo
1882,5.334635,10.216933,3Ery
1883,3.2128494,9.295342,6Ery
1884,10.899527,8.253597,9GMP
1885,9.392257,10.427165,12Baso
1886,0.7758867,11.827418,3Ery
1887,14.7325945,8.934501,14Mo
1888,12.275825,8.406383,10GMP
1889,2.826992,9.621151,4Ery
1890,6.8987627,9.041007,7MEP
1891,5.3466573,8.89743,6Ery
1892,12.78453,9.388803,14Mo
1893,14.216702,8.27248,14Mo
1894,1.2558492,10.193249,4Ery
1895,0.45889658,11.021643,3Ery
1896,3.0238166,9.978397,3Ery
1897,0.45178294,10.2265215,2Ery
1898,11.756378,13.7364435,16Neu
1899,-0.28149801,12.340602,3Ery
1900,7.353128,7.5758758,7MEP
1901,10.634869,12.383967,18Eos
1902,4.875066,9.637533,6Ery
1903,14.013296,7.3784766,13Baso
1904,3.2348819,9.196273,4Ery
1905,10.170242,9.145497,10GMP
1906,5.693335,9.672573,6Ery
1907,1.0393518,9.849834,2Ery
1908,9.2521,9.317101,12Baso
1909,-1.5142094,10.346217,1Ery
1910,5.1797385,8.747276,4Ery
1911,12.907106,8.475871,13Baso
1912,12.81263,10.483024,14Mo
1913,11.692016,11.421033,14Mo
1914,11.096231,8.348818,13Baso
1915,3.0277562,11.779579,3Ery
1916,0.06015654,12.065839,3Ery
1917,12.702299,13.469305,16Neu
1918,12.472558,13.290431,15Mo
1919,11.612047,8.972219,14Mo
1920,3.8841457,10.06083,3Ery
1921,5.146163,8.747155,6Ery
1922,1.6895052,9.774838,2Ery
1923,12.036611,7.80832,10GMP
1924,11.834971,11.6649885,14Mo
1925,5.376574,8.573474,5Ery
1926,1.683472,9.006928,4Ery
1927,12.187845,12.360519,15Mo
1928,15.291174,9.052185,13Baso
1929,14.762013,11.036688,15Mo
1930,13.055304,9.949322,13Baso
1931,13.559669,8.738469,14Mo
1932,9.688587,11.190321,12Baso
1933,13.0781765,13.435907,16Neu
1934,10.601127,8.833126,13Baso
1935,4.895015,8.171167,6Ery
1936,11.668258,12.27298,15Mo
1937,2.1906183,9.179995,4Ery
1938,10.600049,10.919295,14Mo
1939,11.831388,8.96397,13Baso
1940,11.960603,12.81863,15Mo
1941,2.3634412,9.612457,3Ery
1942,8.322009,9.225154,10GMP
1943,12.42683,8.970794,13Baso
1944,1.0965947,11.450136,4Ery
1945,9.392641,9.082706,8Mk
1946,2.538152,9.811715,3Ery
1947,13.591514,9.515185,14Mo
1948,14.894713,10.3822975,15Mo
1949,13.185878,12.330172,16Neu
1950,11.652008,11.307139,15Mo
1951,10.601565,8.866667,9GMP
1952,13.094462,15.1172905,16Neu
1953,9.973646,11.229121,12Baso
1954,8.164075,7.5060124,10GMP
1955,11.632315,11.776252,14Mo
1956,14.185537,10.661614,14Mo
1957,14.127316,9.856156,14Mo
1958,5.7670946,8.895431,7MEP
1959,14.987929,10.4831505,15Mo
1960,9.033142,11.758424,17Neu
1961,-0.02416444,11.068907,2Ery
1962,12.428492,11.777376,14Mo
1963,11.423484,9.677808,14Mo
1964,2.2552676,10.963881,4Ery
1965,5.882158,8.854156,6Ery
1966,11.712037,13.82065,15Mo
1967,0.77723056,10.750827,2Ery
1968,2.8421755,9.232123,2Ery
1969,4.9799533,8.738172,5Ery
1970,1.0313021,9.161536,2Ery
1971,0.22947578,8.953543,2Ery
1972,14.852299,10.545492,14Mo
1973,0.20049068,10.29294,2Ery
1974,13.749558,9.926939,14Mo
1975,13.944916,10.605826,15Mo
1976,3.4423263,8.846669,5Ery
1977,5.6061068,7.602754,6Ery
1978,12.287851,9.509099,13Baso
1979,6.475777,6.994137,6Ery
1980,14.126638,9.60327,13Baso
1981,4.455296,7.830006,5Ery
1982,14.130651,9.332626,15Mo
1983,1.5474313,9.268587,3Ery
1984,10.558144,9.279971,10GMP
1985,1.2976624,8.601165,2Ery
1986,14.496311,9.695127,14Mo
1987,3.3910785,8.540045,2Ery
1988,10.589587,10.581865,14Mo
1989,0.8915743,9.298819,2Ery
1990,-0.28282124,11.545808,2Ery
1991,0.4439354,9.632291,2Ery
1992,2.9336572,8.759793,5Ery
1993,13.893518,10.893225,14Mo
1994,-0.38335007,9.390908,1Ery
1995,1.9709439,9.05123,5Ery
1996,1.8198684,9.08473,4Ery
1997,0.66725683,8.953679,2Ery
1998,10.3689575,9.873924,10GMP
1999,2.8864613,8.683744,2Ery
2000,2.999153,8.147832,2Ery
2001,6.9791203,7.048733,7MEP
2002,-0.011819239,9.218547,2Ery
2003,8.148791,7.899094,7MEP
2004,-2.3498156,11.046523,1Ery
2005,7.227795,9.048992,7MEP
2006,10.801764,8.474438,9GMP
2007,1.0200826,9.380372,2Ery
2008,8.73471,8.9864025,17Neu
2009,14.623372,9.01745,14Mo
2010,15.531098,9.270786,14Mo
2011,13.229033,8.931752,13Baso
2012,7.349611,7.665192,7MEP
2013,13.538902,12.999647,16Neu
2014,1.6207564,8.732711,2Ery
2015,0.46294352,9.636091,2Ery
2016,6.7631783,7.393316,7MEP
2017,6.657822,7.6621737,6Ery
2018,14.63378,10.0634575,14Mo
2019,1.716624,11.366646,4Ery
2020,6.8132524,7.212673,6Ery
2021,-0.09681192,10.533109,2Ery
2022,2.3455048,9.067926,4Ery
2023,-0.62130785,11.0698805,1Ery
2024,4.4248176,7.971445,5Ery
2025,9.870843,7.5018516,19Lymph
2026,7.5948915,9.197528,8Mk
2027,2.2317636,8.904194,4Ery
2028,6.6922297,7.0216184,6Ery
2029,14.7919,8.046687,13Baso
2030,5.3122525,9.253613,6Ery
2031,14.361752,8.85007,13Baso
2032,6.7270865,7.723303,7MEP
2033,2.2505631,11.81993,3Ery
2034,0.26773185,13.127923,3Ery
2035,14.475727,9.017975,13Baso
2036,5.0884457,9.535206,3Ery
2037,11.921369,12.136022,15Mo
2038,13.2408695,9.773137,14Mo
2039,4.569404,9.217043,6Ery
2040,11.430475,7.9408007,10GMP
2041,12.424217,14.647763,16Neu
2042,2.8360436,11.123693,4Ery
2043,14.389743,9.021915,14Mo
2044,13.904697,8.042179,14Mo
2045,10.510378,8.228534,10GMP
2046,3.1535788,9.518312,3Ery
2047,11.932462,7.7036,10GMP
2048,10.749827,11.19491,14Mo
2049,3.5503318,11.227143,3Ery
2050,1.3981911,10.550271,4Ery
2051,10.095528,7.223035,19Lymph
2052,12.913185,10.849643,14Mo
2053,-0.15335028,10.613958,3Ery
2054,11.568782,11.553813,15Mo
2055,12.050808,12.509099,15Mo
2056,11.702227,8.737481,10GMP
2057,12.263798,11.573277,15Mo
2058,12.158992,12.911883,15Mo
2059,13.884041,9.827522,14Mo
2060,14.795183,9.180019,13Baso
2061,14.000632,13.520548,16Neu
2062,13.38259,11.259408,14Mo
2063,3.1362817,9.815777,4Ery
2064,12.439129,11.5829315,14Mo
2065,7.73391,8.481592,9GMP
2066,0.27437106,11.833146,3Ery
2067,14.137094,9.105896,14Mo
2068,2.5714097,9.956762,3Ery
2069,11.265412,8.91839,10GMP
2070,13.423828,13.209953,16Neu
2071,13.646093,14.088556,16Neu
2072,11.762142,9.931086,13Baso
2073,-1.6415452,11.653961,1Ery
2074,6.5890427,8.186304,6Ery
2075,-0.16267441,9.170831,2Ery
2076,13.414408,11.779157,14Mo
2077,0.4296776,9.534852,2Ery
2078,12.383723,12.060963,14Mo
2079,3.8847935,7.908318,5Ery
2080,1.246368,8.738369,2Ery
2081,11.023382,8.607063,9GMP
2082,14.223908,8.782618,13Baso
2083,1.1949039,8.118975,2Ery
2084,4.4651794,8.093841,3Ery
2085,14.17274,12.901957,16Neu
2086,11.54843,10.200136,13Baso
2087,15.161534,10.237691,14Mo
2088,2.0573997,9.339862,4Ery
2089,3.5067878,10.7838545,3Ery
2090,6.3962107,9.326605,6Ery
2091,6.5074944,7.8935018,7MEP
2092,11.333313,8.592275,10GMP
2093,2.8207808,7.998898,4Ery
2094,1.3352234,8.707095,2Ery
2095,13.472159,13.08954,16Neu
2096,10.215215,11.146579,12Baso
2097,9.892844,7.166685,19Lymph
2098,7.2452993,7.960553,7MEP
2099,12.816231,9.782204,13Baso
2100,1.9890178,8.588156,4Ery
2101,7.1787767,7.3556075,7MEP
2102,2.8733552,10.434185,4Ery
2103,9.883263,11.228845,12Baso
2104,5.29973,7.4644413,5Ery
2105,1.2808199,8.413352,2Ery
2106,-0.55322397,9.262233,2Ery
2107,11.454275,9.630202,9GMP
2108,-1.9682697,10.895125,1Ery
2109,17.157202,7.244785,11DC
2110,2.1487231,10.586097,3Ery
2111,12.597266,10.336021,14Mo
2112,13.587387,12.612733,16Neu
2113,-1.1333777,10.828495,2Ery
2114,2.5657954,9.398694,5Ery
2115,13.786626,10.97393,14Mo
2116,13.571321,10.986629,15Mo
2117,9.906534,9.741308,9GMP
2118,9.919898,8.767636,9GMP
2119,14.465772,10.675104,14Mo
2120,-0.64580035,9.491719,2Ery
2121,1.8744243,9.990597,4Ery
2122,2.248215,8.682139,5Ery
2123,1.6553205,9.461796,4Ery
2124,0.7976156,11.801906,3Ery
2125,13.972284,13.692533,16Neu
2126,-0.56326,9.488181,2Ery
2127,14.15773,13.133265,16Neu
2128,-1.1417403,10.422135,2Ery
2129,11.7525,8.320952,13Baso
2130,0.7308318,8.477756,2Ery
2131,4.08266,7.9677577,6Ery
2132,4.7460227,7.61304,6Ery
2133,13.978767,10.276081,14Mo
2134,1.7930632,7.9095006,2Ery
2135,0.5571951,8.347409,2Ery
2136,7.972885,9.666005,8Mk
2137,7.9244614,10.312736,8Mk
2138,14.015236,11.36976,14Mo
2139,14.246542,10.717877,14Mo
2140,-1.894056,10.385192,1Ery
2141,1.6504068,12.1092205,4Ery
2142,6.70348,7.1648097,7MEP
2143,14.014404,12.327675,16Neu
2144,14.070981,12.704677,16Neu
2145,12.860986,10.650202,14Mo
2146,2.1806002,7.968076,3Ery
2147,-0.35900366,9.6697235,2Ery
2148,14.290147,11.5425415,16Neu
2149,9.124916,11.686311,17Neu
2150,3.809936,8.055236,6Ery
2151,1.1732137,8.744867,2Ery
2152,13.1770115,10.104403,14Mo
2153,14.0703945,12.424736,16Neu
2154,6.6888494,6.9789615,7MEP
2155,0.8573904,10.576189,2Ery
2156,0.66006297,12.605007,3Ery
2157,1.1451454,8.129696,2Ery
2158,5.4469714,6.96613,6Ery
2159,5.223763,7.2212796,6Ery
2160,6.4315004,7.0969467,6Ery
2161,11.038338,10.459258,10GMP
2162,8.67795,9.432528,12Baso
2163,8.804367,9.023988,12Baso
2164,3.335208,9.875251,4Ery
2165,1.0615283,8.502899,2Ery
2166,4.9234076,7.7139096,4Ery
2167,0.7011593,8.17943,2Ery
2168,14.443805,10.791444,14Mo
2169,1.3851864,8.081323,3Ery
2170,5.7542477,7.9975085,6Ery
2171,0.5032141,11.43367,3Ery
2172,9.544685,9.787894,10GMP
2173,1.3212678,8.254571,2Ery
2174,13.325367,10.026937,14Mo
2175,14.111092,13.093987,16Neu
2176,10.828273,12.402758,18Eos
2177,13.240601,8.136873,13Baso
2178,5.2355433,7.3695574,6Ery
2179,14.466292,10.885828,14Mo
2180,13.40071,9.968575,13Baso
2181,1.8638194,8.0832815,2Ery
2182,0.6834161,8.5515175,2Ery
2183,5.7007294,8.700835,5Ery
2184,11.751368,8.3968,10GMP
2185,2.1921191,8.467959,5Ery
2186,12.968543,10.271847,14Mo
2187,11.334385,9.526653,13Baso
2188,11.508818,10.443845,14Mo
2189,14.131237,13.305699,16Neu
2190,0.9278096,9.275728,2Ery
2191,7.7708783,10.482409,10GMP
2192,1.4021424,9.188081,4Ery
2193,13.338281,13.8638115,16Neu
2194,6.628367,7.49669,6Ery
2195,13.111655,11.03133,15Mo
2196,10.245666,10.3102,14Mo
2197,9.186521,10.460281,12Baso
2198,7.4804935,8.482102,7MEP
2199,10.028826,9.3740015,10GMP
2200,14.11307,10.768874,15Mo
2201,0.048524424,12.9233,3Ery
2202,11.831225,14.051464,15Mo
2203,0.819959,12.843785,3Ery
2204,10.257133,9.093932,9GMP
2205,0.10460513,10.271936,2Ery
2206,8.401068,8.5416,7MEP
2207,1.2930267,11.24132,3Ery
2208,14.28301,9.601477,13Baso
2209,13.46398,13.273269,16Neu
2210,13.2943735,8.1776905,13Baso
2211,-0.31559482,12.105688,2Ery
2212,12.951066,12.629375,15Mo
2213,7.5498195,7.9193263,7MEP
2214,5.2532167,8.039074,6Ery
2215,3.5189416,9.143315,5Ery
2216,13.996267,7.73007,13Baso
2217,11.357044,8.80261,10GMP
2218,10.892744,8.6653,9GMP
2219,12.845337,8.340204,13Baso
2220,13.954976,8.603239,13Baso
2221,9.034797,8.10767,12Baso
2222,3.575015,8.4841385,5Ery
2223,12.203396,10.628656,13Baso
2224,12.774947,14.067923,15Mo
2225,14.370851,10.653038,14Mo
2226,11.497061,8.779679,10GMP
2227,13.954633,11.19803,15Mo
2228,3.322768,8.242369,4Ery
2229,4.4801817,7.6852784,5Ery
2230,7.6818275,10.160863,8Mk
2231,12.81327,8.663773,13Baso
2232,6.506725,7.693402,7MEP
2233,14.401931,11.045079,14Mo
2234,14.813308,8.952686,14Mo
2235,0.98909056,8.531366,2Ery
2236,5.552051,7.4722114,6Ery
2237,0.20389986,8.825344,2Ery
2238,12.099206,10.220005,13Baso
2239,8.158614,8.750033,7MEP
2240,14.088399,13.739546,16Neu
2241,15.2094,10.447458,14Mo
2242,4.004446,7.621028,3Ery
2243,13.890808,13.0103855,16Neu
2244,8.836716,7.9577904,19Lymph
2245,10.19467,9.755546,10GMP
2246,9.206952,10.216089,12Baso
2247,10.936575,9.067442,10GMP
2248,13.121909,9.374658,13Baso
2249,-2.0188327,10.656557,1Ery
2250,13.883007,12.76959,16Neu
2251,6.9758024,7.7384586,6Ery
2252,13.465263,9.45826,14Mo
2253,0.28523043,9.207527,2Ery
2254,12.840571,10.686709,14Mo
2255,11.624148,9.01939,10GMP
2256,11.593113,10.880398,14Mo
2257,14.145708,12.418069,16Neu
2258,7.6207566,9.070364,9GMP
2259,5.482145,8.8062315,3Ery
2260,1.0377152,11.480978,3Ery
2261,12.994713,12.289124,14Mo
2262,0.362979,8.949023,2Ery
2263,8.825379,9.509712,12Baso
2264,10.231903,9.668142,9GMP
2265,-2.1240602,10.98905,1Ery
2266,2.6346214,9.609362,3Ery
2267,2.719649,7.8815155,5Ery
2268,0.9389456,8.084612,2Ery
2269,7.576754,10.737979,8Mk
2270,-0.41412044,10.156245,2Ery
2271,12.842933,14.24293,16Neu
2272,3.0055783,8.155836,5Ery
2273,9.420199,9.816908,10GMP
2274,13.786768,9.1244135,13Baso
2275,13.72382,13.252915,16Neu
2276,14.052392,10.761723,14Mo
2277,0.7975804,9.192587,2Ery
2278,4.3195653,7.5477796,5Ery
2279,14.718584,10.556816,15Mo
2280,7.0505652,7.735923,7MEP
2281,12.952597,13.010975,15Mo
2282,2.4404962,8.488869,5Ery
2283,5.517528,8.538143,6Ery
2284,4.887489,7.936686,5Ery
2285,1.1441329,9.710324,2Ery
2286,1.3810996,10.799184,3Ery
2287,12.177112,14.202766,15Mo
2288,7.28994,7.515925,7MEP
2289,1.855365,11.564162,3Ery
2290,14.704965,9.660194,15Mo
2291,13.29938,14.481246,16Neu
2292,5.577102,9.375915,6Ery
2293,6.957459,8.390727,7MEP
2294,5.6727204,8.8486805,6Ery
2295,6.168826,7.725335,6Ery
2296,10.661483,9.795234,10GMP
2297,1.5103511,10.720714,4Ery
2298,13.67282,9.801421,13Baso
2299,12.285176,12.223673,14Mo
2300,11.894404,9.440399,13Baso
2301,1.1532989,11.611905,3Ery
2302,5.195154,8.652733,6Ery
2303,8.2165985,8.716861,8Mk
2304,13.951414,10.192259,14Mo
2305,-0.47366232,9.55215,2Ery
2306,10.826347,8.212946,9GMP
2307,4.770718,9.803242,6Ery
2308,12.542413,12.921856,15Mo
2309,12.03775,9.488017,13Baso
2310,3.3894622,7.7617564,3Ery
2311,13.970138,13.026099,16Neu
2312,-1.5219526,10.962763,2Ery
2313,10.677085,9.633393,9GMP
2314,11.81575,11.428013,14Mo
